,base_smiles,ligand_smiles,substrate_smiles,additive_smiles,product_smiles,yield,additive_id,substrate_id,base_name,ligand_name
1843,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Brc1cccnc1,CCOC(=O)c1ccon1,Cc1ccc(Nc2cccnc2)cc1,86.90 ,a9,s14,MTBD,tBuBrettPhos
1844,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Ic1cccnc1,CCOC(=O)c1ccon1,Cc1ccc(Nc2cccnc2)cc1,87.24 ,a9,s15,MTBD,tBuBrettPhos
1845,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(Cl)cc1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,11.30 ,a10,s1,P2Et,tBuBrettPhos
1846,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(Br)cc1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,10.83 ,a10,s2,P2Et,tBuBrettPhos
1847,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(I)cc1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,12.11 ,a10,s3,P2Et,tBuBrettPhos
1848,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,COc1ccc(Cl)cc1,CCOC(=O)c1cnoc1C,COc1ccc(Nc2ccc(C)cc2)cc1,1.04 ,a10,s4,P2Et,tBuBrettPhos
1849,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,COc1ccc(Br)cc1,CCOC(=O)c1cnoc1C,COc1ccc(Nc2ccc(C)cc2)cc1,15.16 ,a10,s5,P2Et,tBuBrettPhos
1850,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,COc1ccc(I)cc1,CCOC(=O)c1cnoc1C,COc1ccc(Nc2ccc(C)cc2)cc1,19.47 ,a10,s6,P2Et,tBuBrettPhos
1851,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Cl)cc1,CCOC(=O)c1cnoc1C,CCc1ccc(Nc2ccc(C)cc2)cc1,8.04 ,a10,s7,P2Et,tBuBrettPhos
1852,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Br)cc1,CCOC(=O)c1cnoc1C,CCc1ccc(Nc2ccc(C)cc2)cc1,23.74 ,a10,s8,P2Et,tBuBrettPhos
1853,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(I)cc1,CCOC(=O)c1cnoc1C,CCc1ccc(Nc2ccc(C)cc2)cc1,30.46 ,a10,s9,P2Et,tBuBrettPhos
1854,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Clc1ccccn1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2ccccn2)cc1,24.62 ,a10,s10,P2Et,tBuBrettPhos
1855,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Brc1ccccn1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2ccccn2)cc1,28.58 ,a10,s11,P2Et,tBuBrettPhos
1856,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Ic1ccccn1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2ccccn2)cc1,36.15 ,a10,s12,P2Et,tBuBrettPhos
1857,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Clc1cccnc1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2cccnc2)cc1,13.72 ,a10,s13,P2Et,tBuBrettPhos
1858,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Brc1cccnc1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2cccnc2)cc1,13.98 ,a10,s14,P2Et,tBuBrettPhos
1859,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Ic1cccnc1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2cccnc2)cc1,18.14 ,a10,s15,P2Et,tBuBrettPhos
1860,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(Cl)cc1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,0.93 ,a10,s1,BTMG,tBuBrettPhos
1861,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(Br)cc1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,7.316239252000001,a10,s2,BTMG,tBuBrettPhos
1862,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(I)cc1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,21.43 ,a10,s3,BTMG,tBuBrettPhos
1863,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,COc1ccc(Cl)cc1,CCOC(=O)c1cnoc1C,COc1ccc(Nc2ccc(C)cc2)cc1,0.00 ,a10,s4,BTMG,tBuBrettPhos
1864,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,COc1ccc(Br)cc1,CCOC(=O)c1cnoc1C,COc1ccc(Nc2ccc(C)cc2)cc1,3.29 ,a10,s5,BTMG,tBuBrettPhos
1865,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,COc1ccc(I)cc1,CCOC(=O)c1cnoc1C,COc1ccc(Nc2ccc(C)cc2)cc1,23.04 ,a10,s6,BTMG,tBuBrettPhos
1866,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Cl)cc1,CCOC(=O)c1cnoc1C,CCc1ccc(Nc2ccc(C)cc2)cc1,0.00 ,a10,s7,BTMG,tBuBrettPhos
1867,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Br)cc1,CCOC(=O)c1cnoc1C,CCc1ccc(Nc2ccc(C)cc2)cc1,7.48 ,a10,s8,BTMG,tBuBrettPhos
1868,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(I)cc1,CCOC(=O)c1cnoc1C,CCc1ccc(Nc2ccc(C)cc2)cc1,40.00 ,a10,s9,BTMG,tBuBrettPhos
1869,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Clc1ccccn1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2ccccn2)cc1,9.84 ,a10,s10,BTMG,tBuBrettPhos
1870,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Brc1ccccn1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2ccccn2)cc1,16.26 ,a10,s11,BTMG,tBuBrettPhos
1871,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Ic1ccccn1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2ccccn2)cc1,36.06 ,a10,s12,BTMG,tBuBrettPhos
1872,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Clc1cccnc1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2cccnc2)cc1,0.00 ,a10,s13,BTMG,tBuBrettPhos
1873,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Brc1cccnc1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2cccnc2)cc1,15.39 ,a10,s14,BTMG,tBuBrettPhos
1874,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Ic1cccnc1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2cccnc2)cc1,27.678997100000004,a10,s15,BTMG,tBuBrettPhos
1875,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(Cl)cc1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,20.25 ,a10,s1,MTBD,tBuBrettPhos
1876,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(Br)cc1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,29.08 ,a10,s2,MTBD,tBuBrettPhos
1877,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(I)cc1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,38.80 ,a10,s3,MTBD,tBuBrettPhos
1878,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,COc1ccc(Cl)cc1,CCOC(=O)c1cnoc1C,COc1ccc(Nc2ccc(C)cc2)cc1,0.85 ,a10,s4,MTBD,tBuBrettPhos
1879,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,COc1ccc(Br)cc1,CCOC(=O)c1cnoc1C,COc1ccc(Nc2ccc(C)cc2)cc1,26.78 ,a10,s5,MTBD,tBuBrettPhos
1880,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,COc1ccc(I)cc1,CCOC(=O)c1cnoc1C,COc1ccc(Nc2ccc(C)cc2)cc1,29.42 ,a10,s6,MTBD,tBuBrettPhos
1881,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Cl)cc1,CCOC(=O)c1cnoc1C,CCc1ccc(Nc2ccc(C)cc2)cc1,7.689322987000001,a10,s7,MTBD,tBuBrettPhos
1882,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Br)cc1,CCOC(=O)c1cnoc1C,CCc1ccc(Nc2ccc(C)cc2)cc1,45.39 ,a10,s8,MTBD,tBuBrettPhos
1883,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(I)cc1,CCOC(=O)c1cnoc1C,CCc1ccc(Nc2ccc(C)cc2)cc1,59.86 ,a10,s9,MTBD,tBuBrettPhos
1884,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Clc1ccccn1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2ccccn2)cc1,49.95 ,a10,s10,MTBD,tBuBrettPhos
1885,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Brc1ccccn1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2ccccn2)cc1,50.71 ,a10,s11,MTBD,tBuBrettPhos
1886,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Ic1ccccn1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2ccccn2)cc1,77.96 ,a10,s12,MTBD,tBuBrettPhos
1887,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Clc1cccnc1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2cccnc2)cc1,15.12 ,a10,s13,MTBD,tBuBrettPhos
1888,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Brc1cccnc1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2cccnc2)cc1,45.50 ,a10,s14,MTBD,tBuBrettPhos
1889,CN1CCCN2CCCN=C12,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Ic1cccnc1,CCOC(=O)c1cnoc1C,Cc1ccc(Nc2cccnc2)cc1,48.18 ,a10,s15,MTBD,tBuBrettPhos
1890,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(Cl)cc1,CCOC(=O)c1conc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,1.23 ,a11,s1,P2Et,tBuBrettPhos
1891,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(Br)cc1,CCOC(=O)c1conc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,5.99 ,a11,s2,P2Et,tBuBrettPhos
1892,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(I)cc1,CCOC(=O)c1conc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,4.02 ,a11,s3,P2Et,tBuBrettPhos
1893,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,COc1ccc(Cl)cc1,CCOC(=O)c1conc1,COc1ccc(Nc2ccc(C)cc2)cc1,0.00 ,a11,s4,P2Et,tBuBrettPhos
1894,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,COc1ccc(Br)cc1,CCOC(=O)c1conc1,COc1ccc(Nc2ccc(C)cc2)cc1,3.26 ,a11,s5,P2Et,tBuBrettPhos
1895,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,COc1ccc(I)cc1,CCOC(=O)c1conc1,COc1ccc(Nc2ccc(C)cc2)cc1,6.29 ,a11,s6,P2Et,tBuBrettPhos
1896,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Cl)cc1,CCOC(=O)c1conc1,CCc1ccc(Nc2ccc(C)cc2)cc1,9.61 ,a11,s7,P2Et,tBuBrettPhos
1897,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Br)cc1,CCOC(=O)c1conc1,CCc1ccc(Nc2ccc(C)cc2)cc1,13.60 ,a11,s8,P2Et,tBuBrettPhos
1898,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(I)cc1,CCOC(=O)c1conc1,CCc1ccc(Nc2ccc(C)cc2)cc1,10.04 ,a11,s9,P2Et,tBuBrettPhos
1899,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Clc1ccccn1,CCOC(=O)c1conc1,Cc1ccc(Nc2ccccn2)cc1,4.44 ,a11,s10,P2Et,tBuBrettPhos
1900,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Brc1ccccn1,CCOC(=O)c1conc1,Cc1ccc(Nc2ccccn2)cc1,2.41 ,a11,s11,P2Et,tBuBrettPhos
1901,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Ic1ccccn1,CCOC(=O)c1conc1,Cc1ccc(Nc2ccccn2)cc1,12.05 ,a11,s12,P2Et,tBuBrettPhos
1902,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Clc1cccnc1,CCOC(=O)c1conc1,Cc1ccc(Nc2cccnc2)cc1,0.00 ,a11,s13,P2Et,tBuBrettPhos
1903,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Brc1cccnc1,CCOC(=O)c1conc1,Cc1ccc(Nc2cccnc2)cc1,6.360003901000001,a11,s14,P2Et,tBuBrettPhos
1904,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Ic1cccnc1,CCOC(=O)c1conc1,Cc1ccc(Nc2cccnc2)cc1,6.50 ,a11,s15,P2Et,tBuBrettPhos
1905,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(Cl)cc1,CCOC(=O)c1conc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,0.7015522279999999,a11,s1,BTMG,tBuBrettPhos
1906,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(Br)cc1,CCOC(=O)c1conc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,2.07 ,a11,s2,BTMG,tBuBrettPhos
1907,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,FC(F)(F)c1ccc(I)cc1,CCOC(=O)c1conc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,3.57 ,a11,s3,BTMG,tBuBrettPhos
1908,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,COc1ccc(Cl)cc1,CCOC(=O)c1conc1,COc1ccc(Nc2ccc(C)cc2)cc1,0.00 ,a11,s4,BTMG,tBuBrettPhos
1909,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,COc1ccc(Br)cc1,CCOC(=O)c1conc1,COc1ccc(Nc2ccc(C)cc2)cc1,0.65 ,a11,s5,BTMG,tBuBrettPhos
1910,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,COc1ccc(I)cc1,CCOC(=O)c1conc1,COc1ccc(Nc2ccc(C)cc2)cc1,2.04 ,a11,s6,BTMG,tBuBrettPhos
1911,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Cl)cc1,CCOC(=O)c1conc1,CCc1ccc(Nc2ccc(C)cc2)cc1,0.8551124720000001,a11,s7,BTMG,tBuBrettPhos
1912,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(Br)cc1,CCOC(=O)c1conc1,CCc1ccc(Nc2ccc(C)cc2)cc1,2.37 ,a11,s8,BTMG,tBuBrettPhos
1913,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCc1ccc(I)cc1,CCOC(=O)c1conc1,CCc1ccc(Nc2ccc(C)cc2)cc1,6.03 ,a11,s9,BTMG,tBuBrettPhos
1914,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Clc1ccccn1,CCOC(=O)c1conc1,Cc1ccc(Nc2ccccn2)cc1,0.00 ,a11,s10,BTMG,tBuBrettPhos
1915,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Brc1ccccn1,CCOC(=O)c1conc1,Cc1ccc(Nc2ccccn2)cc1,1.59 ,a11,s11,BTMG,tBuBrettPhos
1916,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Ic1ccccn1,CCOC(=O)c1conc1,Cc1ccc(Nc2ccccn2)cc1,2.63 ,a11,s12,BTMG,tBuBrettPhos
1917,CN(C)/C(N(C)C)=N\C(C)(C)C,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,Clc1cccnc1,CCOC(=O)c1conc1,Cc1ccc(Nc2cccnc2)cc1,0.00 ,a11,s13,BTMG,tBuBrettPhos
